gene_id,gene_name,chromosome,start,end,essentiality,weighted_mean_mu_z
YIL115C,NUP159,Chromosome_IX,144327,148709,True,-0.6803614586932404
YIR038C,GTT1,Chromosome_IX,423809,424513,False,-0.19414140149757567
YIL020C-A,YIL020C-A,Chromosome_IX,313713,314051,False,-0.12393662512926212
YIL082W,YIL082W,Chromosome_IX,205635,206507,False,-0.018823060847867612
YIL006W,YIA6,Chromosome_IX,344062,345183,False,1.2015902247126298
YIL037C,PRM2,Chromosome_IX,283029,284999,False,0.2041336717268648
YIR018C-A,YIR018C-A,Chromosome_IX,385564,385701,False,1.374958913007729
YIL002C,INP51,Chromosome_IX,350591,353431,False,-0.5568620297642534
YIL091C,UTP25,Chromosome_IX,191030,193195,True,-0.6959199948976158
YIL129C,TAO3,Chromosome_IX,106107,113237,True,-0.5290936576837707
YIR035C,NRE1,Chromosome_IX,421026,421790,False,1.1935099513271599
YIR020C,YIR020C,Chromosome_IX,394255,394557,False,0.0028704451908821305
YIL050W,PCL7,Chromosome_IX,258913,259770,False,-0.1996635192013945
YIL052C,RPL34B,Chromosome_IX,256226,257063,False,-0.6628491857563945
YIR023C-A,YIR023C-A,Chromosome_IX,402383,402706,False,-0.13982224505000787
YIL024C,ATG45,Chromosome_IX,308602,309171,False,0.43860990359488006
YIL122W,POG1,Chromosome_IX,130610,131665,False,0.0606922838091846
YIL121W,QDR2,Chromosome_IX,132244,133872,False,-0.10992272354886444
YIL156W,UBP7,Chromosome_IX,48091,51306,False,-0.17051366706208482
YIL027C,EMC5,Chromosome_IX,303679,304104,False,0.1662515259580753
YIL096C,BMT5,Chromosome_IX,182117,183127,False,-0.36486214133197903
YIL084C,SDS3,Chromosome_IX,202276,203259,False,-0.39203692596354434
YIL066C,RNR3,Chromosome_IX,238099,240708,False,0.02533909498982069
YIR033W,MGA2,Chromosome_IX,416124,419465,False,-0.22720094806917882
YIL124W,AYR1,Chromosome_IX,126204,127097,False,0.1838053711567543
YIR032C,DAL3,Chromosome_IX,415030,415617,False,1.9582206772391597
YIL157C,COA1,Chromosome_IX,46949,47542,False,0.033785911921051286
YIL140W,AXL2,Chromosome_IX,85366,87837,False,-0.5705523632241437
YIR034C,LYS1,Chromosome_IX,419615,420736,False,0.0652403566555117
YIL158W,AIM20,Chromosome_IX,46201,46815,False,-0.3035189558199113
YIL056W,VHR1,Chromosome_IX,249991,251913,False,0.28819116275052087
YIR031C,DAL7,Chromosome_IX,413015,414679,False,0.4865040041686432
YIL004C,BET1,Chromosome_IX,347946,348505,True,-0.6117830998762211
YIL068W-A,YIL068W-A,Chromosome_IX,233013,233396,False,0.09001429882542362
YIL079C,AIR1,Chromosome_IX,210923,212005,False,-0.10239874732498605
YIL008W,URM1,Chromosome_IX,342536,342835,False,-0.483680908485972
YIL105C,SLM1,Chromosome_IX,167581,169641,False,0.17630017670214074
YIL013C,PDR11,Chromosome_IX,328207,332442,False,0.07052278657125755
YIL019W,FAF1,Chromosome_IX,315093,316133,True,-0.5376608376557516
YIL078W,THS1,Chromosome_IX,212499,214703,True,-0.7019224674207708
YIR011C,STS1,Chromosome_IX,377287,378246,True,-0.48696053836350145
YIL176C,PAU14,Chromosome_IX,8793,9155,False,-0.21329491935038483
YIL149C,MLP2,Chromosome_IX,63028,68067,False,-0.3186690899373405
YIL022W,TIM44,Chromosome_IX,311165,312460,True,-0.6870912216449332
YIL127C,RRT14,Chromosome_IX,117024,117644,False,-0.354145148131407
YIR026C,YVH1,Chromosome_IX,404873,405967,False,-0.2599969555201815
YIL017C,VID28,Chromosome_IX,318200,320965,False,-0.22913273066020284
YIL001W,YIL001W,Chromosome_IX,353940,355481,False,0.5223028327690346
YIR017C,MET28,Chromosome_IX,383556,384119,False,3.310278890330596
YIL010W,DOT5,Chromosome_IX,334882,335529,False,0.20996228483906143
YIL064W,EFM4,Chromosome_IX,242027,242716,False,0.048743049759487005
YIL029C,EMA17,Chromosome_IX,300829,301257,False,-0.2753583231844937
YIL126W,STH1,Chromosome_IX,117992,122071,True,-0.6152348932406249
YIL135C,VHS2,Chromosome_IX,95065,96375,False,-0.18597267595748995
YIL057C,RGI2,Chromosome_IX,247902,248396,False,0.38231685979411045
YIL128W,MET18,Chromosome_IX,113806,116904,False,-0.2531000877075421
YIR040C,YIR040C,Chromosome_IX,433389,433721,False,0.17894162043042827
YIL032C,YIL032C,Chromosome_IX,291961,292317,False,0.7771371494468526
YIL055C,YIL055C,Chromosome_IX,252042,253925,False,0.18013065868279735
YIL074C,SER33,Chromosome_IX,221081,222490,False,0.25814649996062994
YIL105W-A,YIL105W-A,Chromosome_IX,167664,167804,False,0.2358767839423466
YIL147C,SLN1,Chromosome_IX,69791,73453,True,-0.5273106656925114
YIR020C-B,YIR020C-B,Chromosome_IX,397215,397949,False,-0.1365165051301934
YIL177C,YIL177C,Chromosome_IX,483,6147,False,0.510346188931178
YIL120W,QDR1,Chromosome_IX,134417,136108,False,0.09257447680663107
YIR028W,DAL4,Chromosome_IX,408468,410375,False,0.8651739807787404
YIL099W,SGA1,Chromosome_IX,178004,179653,False,0.0608286542329256
YIL048W,NEO1,Chromosome_IX,261437,264892,True,-0.6737441515209385
YIR041W,PAU15,Chromosome_IX,433929,434303,False,0.0805699193055707
YIL062C,ARC15,Chromosome_IX,243998,244462,True,-0.6570914244227464
YIR025W,MND2,Chromosome_IX,403659,404765,False,0.3064580115847705
YIL144W,NDC80,Chromosome_IX,78074,80149,True,-0.6245929267587604
YIL005W,EPS1,Chromosome_IX,345692,347797,False,0.21670176361899465
YIL102C,YIL102C,Chromosome_IX,174582,174887,False,-0.4778523073638659
YIL116W,HIS5,Chromosome_IX,142928,144085,False,-0.16532762027230616
YIR012W,SQT1,Chromosome_IX,378486,379781,True,-0.5026029718960388
YIR030C,DCG1,Chromosome_IX,412036,412770,False,-0.1853791794228742
YIL118W,RHO3,Chromosome_IX,139752,140447,True,-0.6761389874368031
YIL155C,GUT2,Chromosome_IX,51759,53708,False,0.2152053174574544
YIR042C,YIR042C,Chromosome_IX,435273,435983,False,0.3562429950409394
YIL040W,APQ12,Chromosome_IX,277723,278139,False,-0.1544539430843443
YIL009C-A,EST3,Chromosome_IX,335666,336212,False,0.4837943104101412
YIL076W,SEC28,Chromosome_IX,216658,217548,False,-0.19197024591125036
YIR030W-A,YIR030W-A,Chromosome_IX,412899,413282,False,0.4450779196064932
YIL046W-A,YIL046W-A,Chromosome_IX,268309,268473,False,3.9946534205767277
YIL133C,RPL16A,Chromosome_IX,98527,99416,False,-0.34429990775985536
YIL132C,CSM2,Chromosome_IX,99860,100501,False,0.4182061624870367
YIL150C,MCM10,Chromosome_IX,61013,62728,True,-0.5090238559632502
YIL164C,NIT1,Chromosome_IX,34087,34686,False,0.2694681893009323
YIL083C,CAB2,Chromosome_IX,203556,204653,True,-0.6712517174389908
YIL002W-A,CMI7,Chromosome_IX,350301,350510,False,0.07553865821986977
YIL012W,YIL012W,Chromosome_IX,333011,333352,False,2.26845205749741
YIL030W-A,YIL030W-A,Chromosome_IX,295565,295903,False,-0.07506789354813315
YIL045W,PIG2,Chromosome_IX,271161,272777,False,-0.05666938084627515
YIR010W,DSN1,Chromosome_IX,375431,377161,True,-0.48798531230397035
YIL103W,DPH1,Chromosome_IX,171751,173028,False,-0.15306309055374195
YIL033C,BCY1,Chromosome_IX,290419,291669,False,-0.45401696784421436
YIL020C,HIS6,Chromosome_IX,314035,314820,False,0.3728826657289579
YIR023W,DAL81,Chromosome_IX,399777,402689,False,-0.13815052857411492
YIR006C,PAN1,Chromosome_IX,365466,369908,True,0.116709779421592
YIL009W,FAA3,Chromosome_IX,339344,341428,False,0.0696935159474281
YIL051C,MMF1,Chromosome_IX,257843,258280,True,0.18733599359705508
YIL016W,SNL1,Chromosome_IX,321454,321933,False,-0.17025070299840167
YIL071C,PCI8,Chromosome_IX,228660,229994,False,-0.1293467090096217
YIL156W-A,YIL156W-A,Chromosome_IX,47292,47693,False,0.6352919559575538
YIR014W,VLD1,Chromosome_IX,381086,381814,False,0.8627546006517923
YIL130W,ASG1,Chromosome_IX,102782,105676,False,-0.12543211268972926
YIL047C,SYG1,Chromosome_IX,265115,267823,False,0.23328408767629155
YIR037W,HYR1,Chromosome_IX,423128,423619,False,0.21024623427032746
YIL115W-A,YIL115W-A,Chromosome_IX,144268,144639,False,-0.299785761195323
YIL092W,YIL092W,Chromosome_IX,189066,190967,False,-0.13524023756483525
YIL073C,SPO22,Chromosome_IX,222937,225954,False,-0.08501019354322721
YIL046W,MET30,Chromosome_IX,268651,270573,True,-0.6196060205838537
YIL156W-B,ATG44,Chromosome_IX,47690,47973,False,0.2636593729793677
YIL161W,SMU2,Chromosome_IX,39433,40140,False,-0.15538142899197596
YIL106W,MOB1,Chromosome_IX,166415,167444,True,-0.5200580927193547
YIL093C,RSM25,Chromosome_IX,187990,188784,False,0.004124566943841297
YIL072W,HOP1,Chromosome_IX,226602,228419,False,-0.5011093857741887
YIL095W,PRK1,Chromosome_IX,183937,186369,False,-0.18580253479196865
YIL026C,IRR1,Chromosome_IX,304477,307929,True,-0.6191152179231749
YIR005W,IST3,Chromosome_IX,364889,365335,False,0.08518908142933111
YIR029W,DAL2,Chromosome_IX,410807,411838,False,0.62169194198209
YIL059C,YIL059C,Chromosome_IX,246550,246915,False,0.19451547800032284
YIL137C,TMA108,Chromosome_IX,89948,92788,False,-0.12367560582877635
YIL166C,SOA1,Chromosome_IX,30938,32566,False,0.21266234875075413
YIR018W,YAP5,Chromosome_IX,384609,385346,False,0.8550818587205541
YIL054W,YIL054W,Chromosome_IX,254543,254860,False,2.705371718163498
YIL114C,POR2,Chromosome_IX,149143,149988,False,-0.5932106788348631
YIR015W,RPR2,Chromosome_IX,381948,382382,True,0.021057338079194632
YIL160C,POT1,Chromosome_IX,40191,41444,False,0.066530131870077
YIL152W,VPR1,Chromosome_IX,56545,57252,False,0.4836694359450046
YIL141W,YIL141W,Chromosome_IX,85053,85442,False,-0.11119057777359491
YIL162W,SUC2,Chromosome_IX,37385,38983,False,0.18304558385596562
YIL068C,SEC6,Chromosome_IX,233057,235474,True,-0.6100269182748842
YIL171W-A,YIL171W-A,Chromosome_IX,18260,18712,False,-0.1226796519551587
YIR021W-A,YIR021W-A,Chromosome_IX,398514,398726,False,1.5931714093445093
YIL021W,RPB3,Chromosome_IX,312905,313861,True,-0.5040946312002238
YIL029W-A,YIL029W-A,Chromosome_IX,299735,300106,False,-0.005252410653901932
YIL042C,PKP1,Chromosome_IX,275108,276292,False,0.1592979429041168
YIL101C,XBP1,Chromosome_IX,175307,177250,False,0.20294724243142379
YIL018W,RPL2B,Chromosome_IX,316768,317932,False,-0.5451660639036868
YIL015W,BAR1,Chromosome_IX,322342,324105,False,-0.01101988815107131
YIL143C,SSL2,Chromosome_IX,80510,83041,True,-0.518589597845851
YIL165C,YIL165C,Chromosome_IX,33718,34077,False,0.682365345232298
YIL077C,RCI37,Chromosome_IX,214991,215953,False,0.6573077158217354
YIL089W,YIL089W,Chromosome_IX,195599,196216,False,-0.35553718544999763
YIL142C-A,YIL142C-A,Chromosome_IX,83208,83540,False,-0.1455347314273439
YIL036W,CST6,Chromosome_IX,285666,287429,False,-0.00017141021709799977
YIR024C,INA22,Chromosome_IX,402841,403491,False,0.17453670867960572
YIL119C,RPI1,Chromosome_IX,136654,137877,False,0.029102151405042888
YIL131C,FKH1,Chromosome_IX,100781,102235,False,0.04934131927917449
YIL113W,SDP1,Chromosome_IX,150559,151188,False,0.24048733147884171
YIR027C,DAL1,Chromosome_IX,406260,407642,False,0.9919618257081587
YIL038C,NOT3,Chromosome_IX,280142,282652,False,-0.3155795350737903
YIR009W,MSL1,Chromosome_IX,374525,374860,False,-0.32460375392469215
YIR022W,SEC11,Chromosome_IX,398733,399236,True,-0.5988044445936991
YIL117C,PRM5,Chromosome_IX,140613,141569,False,-0.4475057868254229
YIL085C,KTR7,Chromosome_IX,200490,202043,False,-7.16954261358285e-05
YIL097W,FYV10,Chromosome_IX,180427,181977,False,-0.5158445853958912
YIL136W,OM45,Chromosome_IX,93619,94800,False,-0.1495363908800806
YIL159W,BNR1,Chromosome_IX,41825,45952,False,-0.3027057488596715
YIL014W,MNT3,Chromosome_IX,326103,327995,False,-0.144802985326209
YIL102C-A,YIL102C-A,Chromosome_IX,173365,173592,True,-0.5927667167530024
YIL011W,TIR3,Chromosome_IX,333727,334536,False,-0.19648533793848982
YOR044W,IRC23,Chromosome_XV,413007,413480,False,0.07727849692324275
YOL044W,PEX15,Chromosome_XV,247150,248301,False,-0.14765196811448264
YOL152W,FRE7,Chromosome_XV,40748,42610,False,0.06128183642757187
YOL063C,CRT10,Chromosome_XV,207392,210265,False,0.051351245868026446
YOR315W,SFG1,Chromosome_XV,904760,905800,False,-0.421897311822129
YOL083W,ATG34,Chromosome_XV,165714,166952,False,-0.08833575535228194
YOR281C,PLP2,Chromosome_XV,846269,847129,True,-0.5786330150015405
YOR112W,CEX1,Chromosome_XV,531508,533793,False,-0.48477400579410385
YOR034C-A,YOR034C-A,Chromosome_XV,397426,397668,False,1.499241936740679
YOR294W,RRS1,Chromosome_XV,868340,868951,True,-0.6135296546005435
YOR227W,HER1,Chromosome_XV,762825,766565,False,-0.38619114659193
YOR046C,DBP5,Chromosome_XV,414459,415907,True,-0.6852967123568267
YOR167C,RPS28A,Chromosome_XV,648804,649007,False,-0.5311074354366841
YOR166C,SWT1,Chromosome_XV,647126,648502,False,-0.3231484768307336
YOR303W,CPA1,Chromosome_XV,882899,884134,False,-0.5810260984945385
YOL111C,MDY2,Chromosome_XV,108258,108896,False,0.33182322515892887
YOL166C,YOL166C,Chromosome_XV,1000,1338,False,-0.17669768979818887
YOL013C,HRD1,Chromosome_XV,301380,303035,False,0.776439326066588
YOR384W,FRE5,Chromosome_XV,1061564,1063648,False,-0.23629202414924147
YOR269W,PAC1,Chromosome_XV,826385,827869,False,-0.4811640575789482
YOL093W,TRM10,Chromosome_XV,142815,143696,False,-0.007532003039192361
YOR033C,EXO1,Chromosome_XV,392416,394524,False,0.25513312377400427
YOR226C,ISU2,Chromosome_XV,761614,762084,False,-0.2230468880850528
YOL107W,YOL107W,Chromosome_XV,112102,113130,False,-0.2068775203805378
YOR086C,TCB1,Chromosome_XV,483219,486779,False,-0.23650936134306833
YOR039W,CKB2,Chromosome_XV,405768,406544,False,-0.20020837947833833
YOR077W,RTS2,Chromosome_XV,471899,472597,True,-0.3724639206847146
YOL076W,MDM20,Chromosome_XV,187024,189414,False,-0.5416967884037853
YOL105C,WSC3,Chromosome_XV,114138,115808,False,-0.35454288761446184
YOR380W,RDR1,Chromosome_XV,1051290,1052930,False,0.09393410185934667
YOR010C,TIR2,Chromosome_XV,346195,346950,False,0.023973264738292845
YOR356W,CIR2,Chromosome_XV,1007221,1009116,False,-0.20883657703621006
YOR027W,STI1,Chromosome_XV,381053,382822,False,-0.09348785014214285
YOL003C,PFA4,Chromosome_XV,321858,322994,False,-0.19828201469499826
YOR378W,AMF1,Chromosome_XV,1049511,1051058,False,0.06003430002453962
YOR337W,TEA1,Chromosome_XV,954344,956623,False,-0.07000526819783831
YOR105W,YOR105W,Chromosome_XV,518195,518521,False,-0.22808798687249382
YOR288C,MPD1,Chromosome_XV,852121,853077,False,-0.22140600495353668
YOR068C,VAM10,Chromosome_XV,453869,454213,False,-0.6895749864640046
YOR375C,GDH1,Chromosome_XV,1041678,1043042,False,0.0558196771943318
YOR255W,OSW1,Chromosome_XV,807271,808107,False,-0.09552960139645177
YOR056C,NOB1,Chromosome_XV,430247,431626,True,-0.4172341349609279
YOR117W,RPT5,Chromosome_XV,545029,546333,True,-0.7101016482941246
YOL015W,IRC10,Chromosome_XV,297078,298838,False,-0.1340860628745041
YOR090C,PTC5,Chromosome_XV,491123,492841,False,-0.24182723955448343
YOR320C,GNT1,Chromosome_XV,913619,915094,False,-0.5336959230849894
YOR189W,IES4,Chromosome_XV,689624,689974,False,-0.6130528163701735
YOL102C,TPT1,Chromosome_XV,125997,126689,True,-0.5761581991034486
YOR242C,SSP2,Chromosome_XV,788742,789857,False,-0.3821982064747614
YOR079C,ATX2,Chromosome_XV,473475,474416,False,-0.1431736840390715
YOR219C,STE13,Chromosome_XV,752214,755009,False,-0.31112905348527387
YOL022C,TSR4,Chromosome_XV,280272,281498,True,-0.5531650604516072
YOR170W,YOR170W,Chromosome_XV,651858,652163,False,-0.3353178765486742
YOL132W,GAS4,Chromosome_XV,71300,72715,False,-0.00964342679580376
YOL028C,YAP7,Chromosome_XV,270633,271370,False,-0.00945976269748648
YOR388C,FDH1,Chromosome_XV,1071793,1072923,False,-0.1793484499777101
YOR177C,MPC54,Chromosome_XV,665785,667179,False,-0.28809013848357773
YOR040W,GLO4,Chromosome_XV,407064,407921,False,0.5880199223418281
YOR152C,ATG40,Chromosome_XV,617518,618288,False,-0.6507684057764619
YOR251C,TUM1,Chromosome_XV,802550,803464,False,-0.521800141789959
YOL006C,TOP1,Chromosome_XV,313078,315387,False,-0.057738150647498564
YOR265W,RBL2,Chromosome_XV,820454,820774,False,-0.5068103524218477
YOR102W,YOR102W,Chromosome_XV,516423,516773,True,-0.6125517375631041
YOL140W,ARG8,Chromosome_XV,58759,60030,False,-0.5968385912809658
YOL155W-A,YOL155W-A,Chromosome_XV,27084,27218,False,-0.026791678907441198
YOR192C,THI72,Chromosome_XV,698768,700567,False,-0.20798389181561217
YOL090W,MSH2,Chromosome_XV,147382,150276,False,-0.3534023317574848
YOR353C,SOG2,Chromosome_XV,998453,1000828,True,-0.45120401136548
YOR295W,UAF30,Chromosome_XV,869208,869894,False,-0.05611247217464483
YOR212W,STE4,Chromosome_XV,742910,744181,False,-0.18834325707990585
YOR224C,RPB8,Chromosome_XV,760825,761265,True,-0.6057363160200716
YOR293W,RPS10A,Chromosome_XV,867098,867852,False,-0.5520562990023833
YOL084W,PHM7,Chromosome_XV,162356,165331,False,0.04648484856256716
YOR329C,SCD5,Chromosome_XV,936731,939349,True,-0.6781318102397446
YOR160W,MTR10,Chromosome_XV,633839,636757,True,-0.6603236920457368
YOR196C,LIP5,Chromosome_XV,715593,716837,False,-0.4304924226829094
YOR067C,ALG8,Chromosome_XV,451729,453462,False,-0.5754539564326028
YOL086C,ADH1,Chromosome_XV,159548,160594,False,-0.16403440562197422
YOL086W-A,MHF1,Chromosome_XV,159173,159445,False,1.1234715617999842
YOR293C-A,YOR293C-A,Chromosome_XV,867998,868147,False,-0.052280223598347574
YOR331C,YOR331C,Chromosome_XV,943565,944122,False,-0.10151435080041793
YOL123W,HRP1,Chromosome_XV,87844,89448,True,-0.6983345706845214
YOL158C,ENB1,Chromosome_XV,19491,21311,False,-0.02327651880012062
YOL135C,MED7,Chromosome_XV,69376,70044,True,-0.4367884361028214
YOR036W,PEP12,Chromosome_XV,400348,401214,False,-0.28024388886996365
YOL021C,DIS3,Chromosome_XV,282421,285426,True,-0.6862521990245056
YOL121C,RPS19A,Chromosome_XV,92026,92850,False,-0.30790181160713054
YOR304W,ISW2,Chromosome_XV,884514,887876,False,-0.3622015445424772
YOR340C,RPA43,Chromosome_XV,959202,960182,True,-0.6825963520814418
YOR043W,WHI2,Chromosome_XV,410870,412330,False,2.0515440555361852
YOR396W,YRF1-8,Chromosome_XV,1085473,1090863,False,0.2080413408953449
YOR168W,GLN4,Chromosome_XV,649303,651732,True,-0.7055773884461605
YOR235W,IRC13,Chromosome_XV,779870,780184,False,-0.23046125076861848
YOR274W,MOD5,Chromosome_XV,837674,838960,False,0.01768333105990764
YOR200W,YOR200W,Chromosome_XV,720417,720815,False,-0.028235773555273198
YOL038W,PRE6,Chromosome_XV,255337,256101,True,-0.5892336844896122
YOR358W,HAP5,Chromosome_XV,1010161,1010889,False,0.5569290815734873
YOR268C,YOR268C,Chromosome_XV,825534,825932,False,0.47687845199708484
YOL128C,YGK3,Chromosome_XV,78352,79479,False,-0.22182519458694266
YOR122C,PFY1,Chromosome_XV,552298,552887,True,-0.6135611685836351
YOR163W,DDP1,Chromosome_XV,642741,643307,False,0.17478454867731405
YOL032W,OPI10,Chromosome_XV,265429,266169,False,0.23438768057558887
YOR130C,ORT1,Chromosome_XV,569929,570807,False,-0.6664386491822238
YOR390W,FEX1,Chromosome_XV,1076784,1077911,False,-0.07673560968168394
YOR069W,VPS5,Chromosome_XV,453768,455795,False,-0.7026891935499421
YOR334W,MRS2,Chromosome_XV,944596,946008,False,-0.3168182909367862
YOR286W,RDL2,Chromosome_XV,850280,850729,False,-0.500131422643501
YOR141C,ARP8,Chromosome_XV,589942,592587,False,-0.5406245300992062
YOR129C,AFI1,Chromosome_XV,566877,569558,False,-0.18495056562051027
YOL141W,PPM2,Chromosome_XV,56452,58539,False,-0.19007395945981895
YOL051W,GAL11,Chromosome_XV,234940,238185,False,-0.5389232982208094
YOR178C,GAC1,Chromosome_XV,667860,670241,False,-0.2456646862182285
YOR374W,ALD4,Chromosome_XV,1039840,1041399,False,0.052821983570551574
YOR297C,TIM18,Chromosome_XV,874743,875321,False,-0.3867220223968094
YOL010W,RCL1,Chromosome_XV,307938,309041,True,-0.5552749414258418
YOR256C,TRE2,Chromosome_XV,808254,810683,True,-0.7145461659449571
YOL138C,RTC1,Chromosome_XV,61325,65350,False,-0.28125662731946505
YOR065W,CYT1,Chromosome_XV,447439,448368,False,-0.18833521020310678
YOR156C,NFI1,Chromosome_XV,628360,630540,False,-0.26314565188214917
YOR080W,DIA2,Chromosome_XV,474594,476792,False,-0.3729120142029254
YOR215C,AIM41,Chromosome_XV,746725,747282,False,-0.41829345231644605
YOL078W,AVO1,Chromosome_XV,181682,185212,True,-0.5196862336704267
YOR299W,BUD7,Chromosome_XV,878435,880675,False,-0.01500760046554978
YOL118C,YOL118C,Chromosome_XV,96608,96916,False,0.5421105579097648
