gene_id,gene_name,chromosome,start,end,essentiality,weighted_mean_mu_z
YIL014C-A,YIL014C-A,Chromosome_IX,325212,325526,False,-0.11312082457841813
YIL173W,VTH1,Chromosome_IX,11492,16141,False,-0.14757395543866092
YIL123W,SIM1,Chromosome_IX,128151,129581,False,0.5211993189611748
YIR039C,YPS6,Chromosome_IX,430498,432111,False,-0.22543623603344987
YIR021W,MRS1,Chromosome_IX,397294,398385,False,-0.43497197511364233
YIL177W-A,YIL177W-A,Chromosome_IX,846,1328,False,-0.11617130712983954
YIL067C,YIL067C,Chromosome_IX,235724,237760,False,-0.22764874020320722
YIL110W,HPM1,Chromosome_IX,156045,157178,False,-0.07207417121845608
YIL034C,CAP2,Chromosome_IX,289226,290089,False,-0.32293099441004647
YIL069C,RPS24B,Chromosome_IX,231553,232369,False,-0.5082386346605575
YIL134C-A,YIL134C-A,Chromosome_IX,96522,96725,False,2.2606575783765415
YIL090W,ICE2,Chromosome_IX,193595,195070,False,0.1623641677218132
YIL094C,LYS12,Chromosome_IX,186517,187632,False,-0.14262463865276265
YIL112W,HOS4,Chromosome_IX,151595,154846,False,0.08182023585835374
YIL100C-A,YIL100C-A,Chromosome_IX,177343,177681,False,2.2582809023014665
YIL003W,CFD1,Chromosome_IX,349122,350003,True,-0.3016693625881256
YIL169C,CSS1,Chromosome_IX,23119,26106,False,-0.37484786279878485
YIL154C,IMP21,Chromosome_IX,53981,55021,False,0.6959992144836553
YIL075C,RPN2,Chromosome_IX,217863,220700,True,-0.6178500347338229
YIR017W-A,YIR017W-A,Chromosome_IX,383566,384165,False,3.1755161318106944
YIL138C,TPM2,Chromosome_IX,89230,89715,False,-0.3166105345571898
YIR016W,YIR016W,Chromosome_IX,382628,383425,False,1.2325701944721525
YIR003W,AIM21,Chromosome_IX,360885,362924,False,0.27694985335961936
YIL070C,MAM33,Chromosome_IX,230272,231072,False,-0.10934227917976996
YIL058W,YIL058W,Chromosome_IX,246914,247198,False,1.1772449249177774
YIL104C,SHQ1,Chromosome_IX,169982,171505,True,-0.7226634941751636
YIR013C,GAT4,Chromosome_IX,380019,380384,False,1.5802133188342204
YIL088C,AVT7,Chromosome_IX,197931,199403,False,0.21179915619924622
YIL039W,TED1,Chromosome_IX,278426,279847,False,0.35317967971023617
YIR036C,IRC24,Chromosome_IX,422074,422865,False,1.1515780252102206
YIL100W,YIL100W,Chromosome_IX,177373,177726,False,2.62998003495037
YIL142W,CCT2,Chromosome_IX,83302,84885,True,-0.7642281171240678
YIL172C,IMA3,Chromosome_IX,16784,18553,False,-0.2812728397115978
YIL134W,FLX1,Chromosome_IX,97395,98330,False,-0.20606744837140842
YIL139C,REV7,Chromosome_IX,87979,88716,False,-0.28635532585021506
YIL030C,SSM4,Chromosome_IX,296050,300009,False,0.195455433020175
YIL035C,CKA1,Chromosome_IX,287790,288908,False,-0.22017809299766242
YIR019C,FLO11,Chromosome_IX,389572,393675,False,-0.26331004500735566
YIL125W,KGD1,Chromosome_IX,122689,125733,False,0.11521570840198939
YIR004W,DJP1,Chromosome_IX,363221,364519,False,0.11082759463597935
YIL087C,AIM19,Chromosome_IX,199646,200119,False,0.5414469926040132
YIR001C,SGN1,Chromosome_IX,356143,356895,False,0.367247975104653
YIL061C,SNP1,Chromosome_IX,244657,245559,True,-0.43404775043933497
YIL007C,NAS2,Chromosome_IX,342994,343656,False,0.8494038538315235
YIL111W,COX5B,Chromosome_IX,155222,155765,False,0.2668708651046802
YIL109C,SEC24,Chromosome_IX,157385,160165,True,-0.7645912644805467
YIL053W,GPP1,Chromosome_IX,255115,255867,False,-0.05837218637952559
YIL023C,YKE4,Chromosome_IX,309386,310426,False,0.7780592974985279
YIL066W-A,YIL066W-A,Chromosome_IX,237366,237809,False,-0.24033281762987366
YIL163C,YIL163C,Chromosome_IX,36899,37252,False,0.5744728931423202
YIL115C,NUP159,Chromosome_IX,144327,148709,True,-0.7530113077436373
YIR038C,GTT1,Chromosome_IX,423809,424513,False,-0.1988506874829697
YIL020C-A,YIL020C-A,Chromosome_IX,313713,314051,False,-0.023439350984936123
YIL082W,YIL082W,Chromosome_IX,205635,206507,False,0.11819111720742784
YIL006W,YIA6,Chromosome_IX,344062,345183,False,0.7978721399630261
YIL037C,PRM2,Chromosome_IX,283029,284999,False,0.020682116133767928
YIR018C-A,YIR018C-A,Chromosome_IX,385564,385701,False,1.3967113293314755
YIL002C,INP51,Chromosome_IX,350591,353431,False,-0.3746728135734791
YIL091C,UTP25,Chromosome_IX,191030,193195,True,-0.7870706746076214
YIL129C,TAO3,Chromosome_IX,106107,113237,True,-0.5582761163163065
YIR035C,NRE1,Chromosome_IX,421026,421790,False,1.0977088261690642
YIR020C,YIR020C,Chromosome_IX,394255,394557,False,0.044834681321033326
YIL050W,PCL7,Chromosome_IX,258913,259770,False,-0.1365031827398813
YIL052C,RPL34B,Chromosome_IX,256226,257063,False,-0.7144931678050057
YIR023C-A,YIR023C-A,Chromosome_IX,402383,402706,False,0.45572943853715
YIL024C,ATG45,Chromosome_IX,308602,309171,False,0.37412143155918554
YIL122W,POG1,Chromosome_IX,130610,131665,False,-0.4893676331189962
YIL121W,QDR2,Chromosome_IX,132244,133872,False,0.1333265608735414
YIL156W,UBP7,Chromosome_IX,48091,51306,False,-0.18558991508146958
YIL027C,EMC5,Chromosome_IX,303679,304104,False,0.35937533990948317
YIL096C,BMT5,Chromosome_IX,182117,183127,False,-0.18780500387991522
YIL084C,SDS3,Chromosome_IX,202276,203259,False,-0.5450654247987682
YIL066C,RNR3,Chromosome_IX,238099,240708,False,-0.04252681128707953
YIR033W,MGA2,Chromosome_IX,416124,419465,False,-0.29520107627504427
YIL124W,AYR1,Chromosome_IX,126204,127097,False,-0.02212591102948507
YIR032C,DAL3,Chromosome_IX,415030,415617,False,1.3357798847522695
YIL157C,COA1,Chromosome_IX,46949,47542,False,0.14596661037052433
YIL140W,AXL2,Chromosome_IX,85366,87837,False,-0.3638156518593202
YIR034C,LYS1,Chromosome_IX,419615,420736,False,0.2186024558160751
YIL158W,AIM20,Chromosome_IX,46201,46815,False,-0.37808450965039714
YIL056W,VHR1,Chromosome_IX,249991,251913,False,0.4218449133159049
YIR031C,DAL7,Chromosome_IX,413015,414679,False,0.21787671923990284
YIL004C,BET1,Chromosome_IX,347946,348505,True,-0.7442447856548929
YIL068W-A,YIL068W-A,Chromosome_IX,233013,233396,False,-0.1454558383091815
YIL079C,AIR1,Chromosome_IX,210923,212005,False,-0.1689722655338564
YIL008W,URM1,Chromosome_IX,342536,342835,False,-0.6003974355799253
YIL105C,SLM1,Chromosome_IX,167581,169641,False,0.001621913095890956
YIL013C,PDR11,Chromosome_IX,328207,332442,False,0.1504926469553411
YIL019W,FAF1,Chromosome_IX,315093,316133,True,-0.645977039846193
YIL078W,THS1,Chromosome_IX,212499,214703,True,-0.8070307841315728
YIR011C,STS1,Chromosome_IX,377287,378246,True,-0.6513436881237273
YIL176C,PAU14,Chromosome_IX,8793,9155,False,-0.24998898004651543
YIL149C,MLP2,Chromosome_IX,63028,68067,False,-0.3371409524896092
YIL022W,TIM44,Chromosome_IX,311165,312460,True,-0.7667986894405905
YIL127C,RRT14,Chromosome_IX,117024,117644,False,-0.4673820596628276
YIR026C,YVH1,Chromosome_IX,404873,405967,False,-0.11571601888924365
YIL017C,VID28,Chromosome_IX,318200,320965,False,0.3775050543757515
YIL001W,YIL001W,Chromosome_IX,353940,355481,False,0.6968760116306054
YIR017C,MET28,Chromosome_IX,383556,384119,False,3.156663528307495
YIL010W,DOT5,Chromosome_IX,334882,335529,False,-0.1661881303526191
YIL064W,EFM4,Chromosome_IX,242027,242716,False,0.23884722592372898
YIL029C,EMA17,Chromosome_IX,300829,301257,False,-0.41054809467441583
YIL126W,STH1,Chromosome_IX,117992,122071,True,-0.6967834557685566
YIL135C,VHS2,Chromosome_IX,95065,96375,False,-0.2575645783832494
YIL057C,RGI2,Chromosome_IX,247902,248396,False,0.2883191150384894
YIL128W,MET18,Chromosome_IX,113806,116904,False,-0.3705757565922389
YIR040C,YIR040C,Chromosome_IX,433389,433721,False,0.3507566957366431
YIL032C,YIL032C,Chromosome_IX,291961,292317,False,0.5073168240595887
YIL055C,YIL055C,Chromosome_IX,252042,253925,False,0.2546716728703947
YIL074C,SER33,Chromosome_IX,221081,222490,False,0.27122020976032235
YIL105W-A,YIL105W-A,Chromosome_IX,167664,167804,False,0.3047472418087135
YIL147C,SLN1,Chromosome_IX,69791,73453,True,-0.7570249402244044
YIR020C-B,YIR020C-B,Chromosome_IX,397215,397949,False,-0.26072197123801777
YIL177C,YIL177C,Chromosome_IX,483,6147,False,0.34181567693373266
YIL120W,QDR1,Chromosome_IX,134417,136108,False,0.11339498950451483
YIR028W,DAL4,Chromosome_IX,408468,410375,False,0.7489272960658611
YIL099W,SGA1,Chromosome_IX,178004,179653,False,-0.004521594658569626
YIL048W,NEO1,Chromosome_IX,261437,264892,True,-0.7756514236725006
YIR041W,PAU15,Chromosome_IX,433929,434303,False,-0.3989424605557746
YIL062C,ARC15,Chromosome_IX,243998,244462,True,-0.7803235117851954
YIR025W,MND2,Chromosome_IX,403659,404765,False,0.27271597186549595
YIL144W,NDC80,Chromosome_IX,78074,80149,True,-0.7493167181834087
YIL005W,EPS1,Chromosome_IX,345692,347797,False,0.5023812844384911
YIL102C,YIL102C,Chromosome_IX,174582,174887,False,-0.6589756315362776
YIL116W,HIS5,Chromosome_IX,142928,144085,False,0.1715167792220439
YIR012W,SQT1,Chromosome_IX,378486,379781,True,-0.6682143563795221
YIR030C,DCG1,Chromosome_IX,412036,412770,False,-0.010713703242727088
YIL118W,RHO3,Chromosome_IX,139752,140447,True,-0.7843533312705215
YIL155C,GUT2,Chromosome_IX,51759,53708,False,0.09665550194845661
YIR042C,YIR042C,Chromosome_IX,435273,435983,False,0.05048745242034987
YIL040W,APQ12,Chromosome_IX,277723,278139,False,-0.3776055246643356
YIL009C-A,EST3,Chromosome_IX,335666,336212,False,0.296159297068508
YIL076W,SEC28,Chromosome_IX,216658,217548,False,0.23546370245395573
YIR030W-A,YIR030W-A,Chromosome_IX,412899,413282,False,0.2612294803667161
YIL046W-A,YIL046W-A,Chromosome_IX,268309,268473,False,4.244964894588097
YIL133C,RPL16A,Chromosome_IX,98527,99416,False,-0.26248559990558357
YIL132C,CSM2,Chromosome_IX,99860,100501,False,0.40145448099029973
YIL150C,MCM10,Chromosome_IX,61013,62728,True,-0.6464453492370362
YIL164C,NIT1,Chromosome_IX,34087,34686,False,0.25711509737596366
YIL083C,CAB2,Chromosome_IX,203556,204653,True,-0.7713525811790306
YIL002W-A,CMI7,Chromosome_IX,350301,350510,False,0.12908218362171547
YIL012W,YIL012W,Chromosome_IX,333011,333352,False,2.3879986168633343
YIL030W-A,YIL030W-A,Chromosome_IX,295565,295903,False,-0.03313443961383773
YIL045W,PIG2,Chromosome_IX,271161,272777,False,-0.0831255139972107
YIR010W,DSN1,Chromosome_IX,375431,377161,True,-0.6520193567171433
YIL103W,DPH1,Chromosome_IX,171751,173028,False,-0.0258739855600012
YIL033C,BCY1,Chromosome_IX,290419,291669,False,-0.43831456254416706
YIL020C,HIS6,Chromosome_IX,314035,314820,False,1.4040730350526192
YIR023W,DAL81,Chromosome_IX,399777,402689,False,0.18255012784280641
YIR006C,PAN1,Chromosome_IX,365466,369908,True,0.20157243164243066
YIL009W,FAA3,Chromosome_IX,339344,341428,False,0.5035641100422702
YIL051C,MMF1,Chromosome_IX,257843,258280,True,0.3594156963802391
YIL016W,SNL1,Chromosome_IX,321454,321933,False,0.23342936824024732
YIL071C,PCI8,Chromosome_IX,228660,229994,False,-0.29708649750310523
YIL156W-A,YIL156W-A,Chromosome_IX,47292,47693,False,0.691751370528737
YIR014W,VLD1,Chromosome_IX,381086,381814,False,0.46037267513589647
YIL130W,ASG1,Chromosome_IX,102782,105676,False,-0.07039556209364395
YIL047C,SYG1,Chromosome_IX,265115,267823,False,0.25350948892023734
YIR037W,HYR1,Chromosome_IX,423128,423619,False,0.00544793865380791
YIL115W-A,YIL115W-A,Chromosome_IX,144268,144639,False,-0.03268875941176068
YIL092W,YIL092W,Chromosome_IX,189066,190967,False,0.004987563431079165
YIL073C,SPO22,Chromosome_IX,222937,225954,False,-0.09667106769195177
YIL046W,MET30,Chromosome_IX,268651,270573,True,-0.7128340996499731
YIL156W-B,ATG44,Chromosome_IX,47690,47973,False,0.43951174250691666
YIL161W,SMU2,Chromosome_IX,39433,40140,False,-0.15103635910888066
YIL106W,MOB1,Chromosome_IX,166415,167444,True,-0.7613872561387278
YIL093C,RSM25,Chromosome_IX,187990,188784,False,-0.043340478360137276
YIL072W,HOP1,Chromosome_IX,226602,228419,False,-0.4911788480029729
YIL095W,PRK1,Chromosome_IX,183937,186369,False,-0.23693911063355363
YIL026C,IRR1,Chromosome_IX,304477,307929,True,-0.7400815701966013
YIR005W,IST3,Chromosome_IX,364889,365335,False,0.29253881868779164
YIR029W,DAL2,Chromosome_IX,410807,411838,False,0.47198197896275973
YIL059C,YIL059C,Chromosome_IX,246550,246915,False,-0.16195719293568672
YIL137C,TMA108,Chromosome_IX,89948,92788,False,-0.3449538438558598
YIL166C,SOA1,Chromosome_IX,30938,32566,False,0.24782360613571094
YIR018W,YAP5,Chromosome_IX,384609,385346,False,1.0305760611587353
YIL054W,YIL054W,Chromosome_IX,254543,254860,False,2.007077820918001
YIL114C,POR2,Chromosome_IX,149143,149988,False,-0.5682697009598701
YIR015W,RPR2,Chromosome_IX,381948,382382,True,-0.21981979728900441
YIL160C,POT1,Chromosome_IX,40191,41444,False,0.347660701268058
YIL152W,VPR1,Chromosome_IX,56545,57252,False,0.2904901131369431
YIL141W,YIL141W,Chromosome_IX,85053,85442,False,0.01216756543184644
YIL162W,SUC2,Chromosome_IX,37385,38983,False,0.06652739002201927
YIL068C,SEC6,Chromosome_IX,233057,235474,True,-0.7313515712851756
YIL171W-A,YIL171W-A,Chromosome_IX,18260,18712,False,-0.28760155622856953
YIR021W-A,YIR021W-A,Chromosome_IX,398514,398726,False,2.0662177181058086
YIL021W,RPB3,Chromosome_IX,312905,313861,True,-0.5640280982470506
YIL029W-A,YIL029W-A,Chromosome_IX,299735,300106,False,0.8909489651672647
YIL042C,PKP1,Chromosome_IX,275108,276292,False,0.14037425871624504
YIL101C,XBP1,Chromosome_IX,175307,177250,False,0.4117207022103822
YIL018W,RPL2B,Chromosome_IX,316768,317932,False,-0.49566596866293416
YIL015W,BAR1,Chromosome_IX,322342,324105,False,0.3587118353992066
YIL143C,SSL2,Chromosome_IX,80510,83041,True,-0.5886307095795951
YIL165C,YIL165C,Chromosome_IX,33718,34077,False,0.7303442544483546
YIL077C,RCI37,Chromosome_IX,214991,215953,False,0.38109300159947296
YIL089W,YIL089W,Chromosome_IX,195599,196216,False,-0.4448521613492065
YIL142C-A,YIL142C-A,Chromosome_IX,83208,83540,False,-0.030561999405442807
YIL036W,CST6,Chromosome_IX,285666,287429,False,0.012590151524725915
YIR024C,INA22,Chromosome_IX,402841,403491,False,0.11740983815583123
YIL119C,RPI1,Chromosome_IX,136654,137877,False,0.12330459583964178
YIL131C,FKH1,Chromosome_IX,100781,102235,False,-0.16565249567301663
YIL113W,SDP1,Chromosome_IX,150559,151188,False,0.8299367257637768
YIR027C,DAL1,Chromosome_IX,406260,407642,False,0.7243752253680011
YIL038C,NOT3,Chromosome_IX,280142,282652,False,-0.5723261468810776
YIR009W,MSL1,Chromosome_IX,374525,374860,False,-0.04829397576405778
YIR022W,SEC11,Chromosome_IX,398733,399236,True,-0.6627543520026639
YIL117C,PRM5,Chromosome_IX,140613,141569,False,-0.19779254289834483
YIL085C,KTR7,Chromosome_IX,200490,202043,False,0.01462724267747739
YIL097W,FYV10,Chromosome_IX,180427,181977,False,-0.021296990173447567
YIL136W,OM45,Chromosome_IX,93619,94800,False,-0.06841361160845014
YIL159W,BNR1,Chromosome_IX,41825,45952,False,-0.2168732624808894
YIL014W,MNT3,Chromosome_IX,326103,327995,False,-0.07930320677817093
YIL102C-A,YIL102C-A,Chromosome_IX,173365,173592,True,-0.4835421558827853
YIL011W,TIR3,Chromosome_IX,333727,334536,False,0.19499028353243159
YOR044W,IRC23,Chromosome_XV,413007,413480,False,-0.039173360279021505
YOL044W,PEX15,Chromosome_XV,247150,248301,False,-0.3928362807754361
YOL152W,FRE7,Chromosome_XV,40748,42610,False,0.016731595662135806
YOL063C,CRT10,Chromosome_XV,207392,210265,False,-0.14994010123509716
YOR315W,SFG1,Chromosome_XV,904760,905800,False,-0.1939014292881445
YOL083W,ATG34,Chromosome_XV,165714,166952,False,-0.023519088969469245
YOR281C,PLP2,Chromosome_XV,846269,847129,True,-0.6342986395272133
YOR112W,CEX1,Chromosome_XV,531508,533793,False,-0.45186775574739013
YOR034C-A,YOR034C-A,Chromosome_XV,397426,397668,False,1.601746559876849
YOR294W,RRS1,Chromosome_XV,868340,868951,True,-0.7090848640634493
YOR227W,HER1,Chromosome_XV,762825,766565,False,-0.3912715362755517
YOR046C,DBP5,Chromosome_XV,414459,415907,True,-0.7716653604318493
YOR167C,RPS28A,Chromosome_XV,648804,649007,False,-0.523707855233218
YOR166C,SWT1,Chromosome_XV,647126,648502,False,-0.10842767106286758
YOR303W,CPA1,Chromosome_XV,882899,884134,False,-0.6029972037824403
YOL111C,MDY2,Chromosome_XV,108258,108896,False,0.4622862373687574
YOL166C,YOL166C,Chromosome_XV,1000,1338,False,-0.22707502435296964
YOL013C,HRD1,Chromosome_XV,301380,303035,False,0.21019646437290532
YOR384W,FRE5,Chromosome_XV,1061564,1063648,False,-0.15162892001567815
YOR269W,PAC1,Chromosome_XV,826385,827869,False,-0.7233593109221743
YOL093W,TRM10,Chromosome_XV,142815,143696,False,-0.004149805547154652
YOR033C,EXO1,Chromosome_XV,392416,394524,False,0.013806733930554177
YOR226C,ISU2,Chromosome_XV,761614,762084,False,0.2420853988686341
YOL107W,YOL107W,Chromosome_XV,112102,113130,False,0.008568159429593858
YOR086C,TCB1,Chromosome_XV,483219,486779,False,-0.2613337559750599
YOR039W,CKB2,Chromosome_XV,405768,406544,False,-0.33458627076393305
YOR077W,RTS2,Chromosome_XV,471899,472597,True,-0.3993814027878332
YOL076W,MDM20,Chromosome_XV,187024,189414,False,-0.6125120018448198
YOL105C,WSC3,Chromosome_XV,114138,115808,False,-0.32663651963004514
YOR380W,RDR1,Chromosome_XV,1051290,1052930,False,0.06366942892356167
YOR010C,TIR2,Chromosome_XV,346195,346950,False,0.1261652414705561
YOR356W,CIR2,Chromosome_XV,1007221,1009116,False,-0.22355763710757573
YOR027W,STI1,Chromosome_XV,381053,382822,False,-0.20771228277110468
YOL003C,PFA4,Chromosome_XV,321858,322994,False,0.7426078662627504
YOR378W,AMF1,Chromosome_XV,1049511,1051058,False,-0.013494222700144609
YOR337W,TEA1,Chromosome_XV,954344,956623,False,-0.13093332307829111
YOR105W,YOR105W,Chromosome_XV,518195,518521,False,-0.37125140502732024
YOR288C,MPD1,Chromosome_XV,852121,853077,False,-0.32041942203635504
YOR068C,VAM10,Chromosome_XV,453869,454213,False,-0.5836492929544206
YOR375C,GDH1,Chromosome_XV,1041678,1043042,False,-0.26633064035044735
YOR255W,OSW1,Chromosome_XV,807271,808107,False,-0.08712567661772659
YOR056C,NOB1,Chromosome_XV,430247,431626,True,-0.5109168208701735
YOR117W,RPT5,Chromosome_XV,545029,546333,True,-0.7956432563174015
YOL015W,IRC10,Chromosome_XV,297078,298838,False,-0.19976282807932008
YOR090C,PTC5,Chromosome_XV,491123,492841,False,-0.2267247176679567
YOR320C,GNT1,Chromosome_XV,913619,915094,False,-0.4558446130906438
YOR189W,IES4,Chromosome_XV,689624,689974,False,-0.4700791237924537
YOL102C,TPT1,Chromosome_XV,125997,126689,True,-0.6294919443717548
YOR242C,SSP2,Chromosome_XV,788742,789857,False,-0.40725724119175427
YOR079C,ATX2,Chromosome_XV,473475,474416,False,-0.26981989932437916
YOR219C,STE13,Chromosome_XV,752214,755009,False,-0.1959910388320005
YOL022C,TSR4,Chromosome_XV,280272,281498,True,-0.7689666835583011
YOR170W,YOR170W,Chromosome_XV,651858,652163,False,-0.5071955132833978
YOL132W,GAS4,Chromosome_XV,71300,72715,False,0.07591363761374298
YOL028C,YAP7,Chromosome_XV,270633,271370,False,-0.04955999067739952
YOR388C,FDH1,Chromosome_XV,1071793,1072923,False,-0.280767618012741
YOR177C,MPC54,Chromosome_XV,665785,667179,False,-0.06329140330798413
YOR040W,GLO4,Chromosome_XV,407064,407921,False,0.8357030312798573
YOR152C,ATG40,Chromosome_XV,617518,618288,False,-0.6905349128599886
YOR251C,TUM1,Chromosome_XV,802550,803464,False,-0.5412138689608467
YOL006C,TOP1,Chromosome_XV,313078,315387,False,-0.20879066955885484
YOR265W,RBL2,Chromosome_XV,820454,820774,False,-0.3296055767601501
YOR102W,YOR102W,Chromosome_XV,516423,516773,True,-0.6066675574212465
YOL140W,ARG8,Chromosome_XV,58759,60030,False,-0.6813047409605368
YOL155W-A,YOL155W-A,Chromosome_XV,27084,27218,False,-0.15771204398024644
YOR192C,THI72,Chromosome_XV,698768,700567,False,-0.23765379750853438
YOL090W,MSH2,Chromosome_XV,147382,150276,False,-0.2547956797045089
YOR353C,SOG2,Chromosome_XV,998453,1000828,True,-0.4569945062195945
YOR295W,UAF30,Chromosome_XV,869208,869894,False,0.03976301421040079
YOR212W,STE4,Chromosome_XV,742910,744181,False,-0.009005247481028605
YOR224C,RPB8,Chromosome_XV,760825,761265,True,-0.699233698168403
YOR293W,RPS10A,Chromosome_XV,867098,867852,False,-0.5817878004080927
YOL084W,PHM7,Chromosome_XV,162356,165331,False,0.07423928278216112
YOR329C,SCD5,Chromosome_XV,936731,939349,True,-0.7184129142782294
YOR160W,MTR10,Chromosome_XV,633839,636757,True,-0.7802319742190489
YOR196C,LIP5,Chromosome_XV,715593,716837,False,-0.3766496110238809
YOR067C,ALG8,Chromosome_XV,451729,453462,False,-0.6653986544944394
YOL086C,ADH1,Chromosome_XV,159548,160594,False,-0.20106611381525588
YOL086W-A,MHF1,Chromosome_XV,159173,159445,False,0.5178994095137857
YOR293C-A,YOR293C-A,Chromosome_XV,867998,868147,False,0.10622060224454646
YOR331C,YOR331C,Chromosome_XV,943565,944122,False,-0.19441101025603924
YOL123W,HRP1,Chromosome_XV,87844,89448,True,-0.8087099213753852
YOL158C,ENB1,Chromosome_XV,19491,21311,False,0.038987207481079075
YOL135C,MED7,Chromosome_XV,69376,70044,True,-0.6152534312879187
YOR036W,PEP12,Chromosome_XV,400348,401214,False,-0.5180876935888776
YOL021C,DIS3,Chromosome_XV,282421,285426,True,-0.7886017916413373
YOL121C,RPS19A,Chromosome_XV,92026,92850,False,-0.3250374941552838
YOR304W,ISW2,Chromosome_XV,884514,887876,False,-0.37549470755833747
YOR340C,RPA43,Chromosome_XV,959202,960182,True,-0.6897831290904676
YOR043W,WHI2,Chromosome_XV,410870,412330,False,0.7822284963705397
YOR396W,YRF1-8,Chromosome_XV,1085473,1090863,False,0.029686431948443098
YOR168W,GLN4,Chromosome_XV,649303,651732,True,-0.8050093449521932
YOR235W,IRC13,Chromosome_XV,779870,780184,False,-0.18168887116287494
YOR274W,MOD5,Chromosome_XV,837674,838960,False,0.10874247512824026
YOR200W,YOR200W,Chromosome_XV,720417,720815,False,-0.1221279936015537
YOL038W,PRE6,Chromosome_XV,255337,256101,True,-0.7170578890583892
YOR358W,HAP5,Chromosome_XV,1010161,1010889,False,0.4315470867770253
YOR268C,YOR268C,Chromosome_XV,825534,825932,False,1.4709857549116543
YOL128C,YGK3,Chromosome_XV,78352,79479,False,-0.06486243386175844
YOR122C,PFY1,Chromosome_XV,552298,552887,True,-0.6825175139717924
YOR163W,DDP1,Chromosome_XV,642741,643307,False,0.1294656305823722
YOL032W,OPI10,Chromosome_XV,265429,266169,False,0.23154129334499726
YOR130C,ORT1,Chromosome_XV,569929,570807,False,-0.7769153275435214
YOR390W,FEX1,Chromosome_XV,1076784,1077911,False,-0.09275754174893798
YOR069W,VPS5,Chromosome_XV,453768,455795,False,-0.6140676920845134
YOR334W,MRS2,Chromosome_XV,944596,946008,False,-0.37481388298495655
YOR286W,RDL2,Chromosome_XV,850280,850729,False,-0.28158120981184426
YOR141C,ARP8,Chromosome_XV,589942,592587,False,-0.7096297007171343
YOR129C,AFI1,Chromosome_XV,566877,569558,False,-0.32925933505273647
YOL141W,PPM2,Chromosome_XV,56452,58539,False,-0.11050331579366013
YOL051W,GAL11,Chromosome_XV,234940,238185,False,-0.6553715516974704
YOR178C,GAC1,Chromosome_XV,667860,670241,False,-0.29435951269263305
YOR374W,ALD4,Chromosome_XV,1039840,1041399,False,0.024247825206299384
YOR297C,TIM18,Chromosome_XV,874743,875321,False,-0.33328158663289986
YOL010W,RCL1,Chromosome_XV,307938,309041,True,-0.7050722755427253
YOR256C,TRE2,Chromosome_XV,808254,810683,True,-0.8153466488056561
YOL138C,RTC1,Chromosome_XV,61325,65350,False,-0.32457613296561616
YOR065W,CYT1,Chromosome_XV,447439,448368,False,-0.39191691991466254
YOR156C,NFI1,Chromosome_XV,628360,630540,False,-0.292997484649313
YOR080W,DIA2,Chromosome_XV,474594,476792,False,-0.5023815688249235
YOR215C,AIM41,Chromosome_XV,746725,747282,False,-0.028935942333167205
YOL078W,AVO1,Chromosome_XV,181682,185212,True,-0.5161757418048781
YOR299W,BUD7,Chromosome_XV,878435,880675,False,-0.23504312164075997
YOL118C,YOL118C,Chromosome_XV,96608,96916,False,0.7163884296270108
